Source;Agence;Réseau;Adresse;Adresse2;CP;VILLE;E-mail;TEL;FAX;WEB;;;;
NDV;Kissi Voyages;;15, rue Neuve;;93140;BONDY;kissi.voyages@wanadoo.fr;01 48 49 16 50;01 48 49 16 65;;;;;
NDV;Carlson Wagonlit Voyages;;15, rue Philibert Laguiche;;71000;MACON;ag.btmacon@carlsonwagonlit.fr;03 85 38 81 42;03 85 39 19 97;;;;;
NDV;Touriscar Voyages;(Selectour);15, rue Pierre Trappier;"""La Sardagne""";74300;CLUSES;cluses.sardagne@touriscar.net;04 50 90 98 96;04 50 55 93 04;;;;;
NDV;Sunazur International;;15, rue Ricord Laty;;06400;CANNES;sunazur@alcyonis.fr;04 97 06 36 50;04 97 06 36 51;www.sunazur-international.com;;;;
NDV;Agence de Tourisme Robinson;;15, rue Robert Duffour;;92350;PLESSIS-ROBINSON (LE);agencetourismerobinson@wanadoo.fr;01 46 30 46 13;01 46 30 46 13;;;;;
NDV;Solario Voyages;;15, rue Rubens;;44000;NANTES;solario@solario-voyages.fr;02 40 35 17 18;02 40 89 70 04;;;;;
NDV;Nouvelles Frontières/Florence Voyages;;15, rue Saint Michel;;17100;SAINTES;saintes.nf@nouvelles-frontieres.fr;05 46 97 67 27;;www.nouvelles-frontieres.fr;;;;
NDV;Scodec Tourisme;;15, rue Saint-Blaise;;85500;HERBIERS (LES);scodecherbiers@wanadoo.fr;02 51 92 94 28;02 51 92 94 58;www.scodectourisme.fr;;;;
NDV;Byba Tourisme;(Selectour);15, rue St-Denis;;93120;COURNEUVE (LA);contact@byba.fr;01 48 37 89 98;01 48 37 37 57;www.byba.fr;;;;
NDV;Voyages 70 Chapuis;(Afat);15, rue Thiers;;70100;GRAY;agence@voyages70.com;03 84 65 53 90;03 84 65 53 97;;;;;
NDV;Pyrène Voyages;(Afat);15, rue Villefranche;;09200;SAINT-GIRONS;pyrene.saint-girons@afatvoyages.fr;05 61 66 76 66;05 61 96 18 20;;;;;
NDV;BLB Tourisme;;15, rue Yves de Kerguelen;ZA Kerbois;56400;AURAY;blb.tourisme@wanadoo.fr;02 97 56 60 86;02 97 56 30 68;www.blb-tourisme.com;;;;
NDV;AILLEURS;(Afat);15/17, passage Choiseul;;75002;PARIS;paris-opera@ailleurs.com;01 40 20 15 75;01 40 20 15 78;www.ailleurs.com;;;;
NDV;Voyages Collard;(Selectour);15/17, place des Martyrs;;10100;ROMILLY-SUR-SEINE;voyages-collard@selectour.com;03 25 24 99 99;03 25 24 50 92;www.voyages-collard.fr;;;;
NDV;FLANDRE AVENUE VOYAGES;(Selectour);150, av. de Flandre;;75019;PARIS;fav@selectour.com;01 40 35 55 77;01 40 35 25 05;;;;;
NDV;Time Tours;;150, av. Gabriel Peri;;93400;SAINT-OUEN;voyages@timetours.fr;01 40 11 16 10;01 40 11 13 23;www.timetours.fr;;;;
NDV;WASTEELS VOYAGES/THOMAS COOK VOYAGES;;150, av. Wagram;;75017;PARIS;pariswagram@wasteels.fr;01 42 27 47 94;01 44 15 96 84;;;;;
NDV;E. Leclerc Voyages;;150, route de Brest;;29000;QUIMPER;quimper@leclercvoyages.com;02 98 98 50 41;02 98 98 01 77;www.leclercvoyages.com;;;;
NDV;Carlson Wagonlit Voyages;;150, rue de Paris;;89000;AUXERRE;ag.ltauxerre@carlsonwagonlit.fr;03 86 51 51 05;03 86 51 59 05;;;;;
NDV;Mondial Tourisme Concept;(Tourcom);150, rue Eugène Pottier;;35000;RENNES;mondial.tourisme@wanadoo.fr;02 99 30 70 30;02 99 31 69 08;;;;;
NDV;CITE DU VOYAGE;(LA) (Afat);150, rue Marcadet;;75018;PARIS;william.citeduvoyage@orange.fr;01 42 23 85 85;01 42 23 95 95;www.citeduvoyage.com;;;;
NDV;Cap 39 Voyages;(Tourcom);151, route du Noirmont;;39220;ROUSSES (LES);info@cap39.com;03 84 60 58 10;03 84 60 31 97;www.cap39.com;;;;
NDV;Monnet Tourisme;;15-17, route de Grenoble;;38590;SAINT-ETIENNE-DE-ST-GEOIRS;voyage@voyages-monnet.com;04 76 93 40 00;04 76 65 51 62;www.voyages-monnet.com;;;;
NDV;Nouvelles Frontières;;15-17, rue St-Martin;;58000;NEVERS;nevers.nf@nouvelles-frontieres.fr;03 86 61 23 61;03 86 61 28 61;www.nouvelles-frontieres.fr;;;;
NDV;Marietton Voyages;(Selectour);152, rue Moncey;;69003;LYON;partdieu@mariettonvoyages.com;04 78 62 35 74;04 78 60 57 79;;;;;
NDV;Boiloris/Ambassade Fram;;153, av. Jean Lolive;;93500;PANTIN;pantin@boiloris.com;01 49 91 98 98;01 49 91 98 97;www.ambassade-fram-boiloris75.com;;;;
NDV;Transroute;;154, rue Nationale;;49300;CHOLET;voyageco@wanadoo.fr;02 41 62 26 43;02 41 71 90 99;;;;;
NDV;Transunivers;;155, cours Berriat;;38000;GRENOBLE;38@transunivers.fr;04 76 70 94 66;04 76 70 93 22;www.transunivers.fr;;;;
NDV;Sylver Tours;(Selectour);155, rue de la République;;39400;MOREZ;sylvertours-morez@selectour.com;03 84 33 37 38;03 84 33 51 15;www.sylver-tours.com;;;;
NDV;Liberté Voyages;(Selectour);156, av. Henri-Barbusse;;93700;DRANCY;liberte-drancy@selectour.com;01 48 31 03 72;01 48 32 94 21;;;;;
NDV;E. Leclerc Voyages;;156, rue Alexandre-Fourny;;94500;CHAMPIGNY;champigny@leclercvoyages.com;01 48 82 42 43;01 47 06 75 58;www.leclercvoyages.com;;;;
NDV;Transroute/Ambassade Fram;;156, rue Nationale;;49300;CHOLET;voyageco@wanadoo.fr;02 41 62 36 31;02 41 71 90 99;www.ambassade-fram-voyageco49.com;;;;
NDV;Helios Voyages;(Tourcom);157, av. de Nice;Imm. Sun Shine;06800;CAGNES-SUR-MER;cagnes@helios-voyages.com;04 93 56 45 35;04 93 14 62 95;;;;;
NDV;Adaptours;;157, chemin Fagot;;38850;CHIRENS;info@adaptours.com;06 84 54 02 49;09 59 93 44 83;www.adaptours.com;;;;
NDV;Millésime Voyages;;157, rue Nationale;;33240;SAINT-ANDRE-DE-CUBZAC;agence@millesime-voyages.fr;05 57 43 35 91;05 57 43 12 20;;;;;
NDV;Havas Voyages/Prêt à Partir;;158, av. Bouloumié;;88800;VITTEL;vittel@pretapartir.fr;03 29 08 43 57;03 29 08 59 92;;;;;
NDV;CHINACO;;158, bd Masséna;;75013;PARIS;chinacotravels@hotmail.fr;01 45 85 98 64;01 45 85 87 57;;;;;
NDV;Transcontinents;(Tourcom);158, rue H. Delisle;;97430;TAMPON (LE);;02 62 27 95 40;02 62 57 39 33;www.transcontinents.com;;;;
NDV;Celte;;15A, rue Léon Blum;59990 Estreux;59300;VALENCIENNES;celte59@aol.com;03 27 42 93 88;03 27 30 23 31;www.celte-voyages.com;;;;
NDV;TDS Voyages;(Afat);16, av. Carnot;;06500;MENTON;tds.voyages@wanadoo.fr;04 92 41 75 55;04 92 41 75 56;;;;;
NDV;Termerair Voyages;;16, av. Clémenceau;;59300;VALENCIENNES;contact-va@termerair-voyages.fr;03 27 33 34 35;03 27 33 35 35;;;;;
NDV;CLUB MED VOYAGES;;16, av. de l'Opéra;;75001;PARIS;monica.agnesi@clubmed.com;01 42 96 14 12;01 42 96 90 26;;;;;
NDV;Abeona Voyages;(Selectour);16, av. de Paris;;94300;VINCENNES;abeona@selectour.com;01 43 65 02 12;01 43 28 01 86;;;;;
NDV;Trans Vincennes;(Afat);16, av. du Château;;94300;VINCENNES;resa@transvincennes.fr;01 43 74 30 35;01 43 65 20 20;;;;;
NDV;Pons Voyages;;1-6, av. J.-Clotis;;83400;HYERES;agence-pons@wanadoo.fr;04 94 65 12 12;04 94 35 83 80;;;;;
NDV;Alpilles Voyages;;16, Avenue du Général de Gaulle;;13140;MIRAMAS;miramas@alpilles-voyages.com;04 90 17 00 96;04 90 50 24 15;www.alpilles-voyages.com;;;;
NDV;CFA DE VOYAGES;(Manor);16, bd de la Villette;;75019;PARIS;;01 44 23 23 19;01 40 03 03 09;;;;;
NDV;Massilia Voyages;(Selectour);16, bd Dugommier;;13001;MARSEILLE;massilia-dugommier@selectour.com;04 91 84 30 24;04 91 84 31 37;;;;;
NDV;Voyageurs du Monde;;16, bd Gambetta;;38000;GRENOBLE;grenoble@vdm.com;0 892 233 533;04 76 85 95 99;www.vdm.com;;;;
NDV;Villages Clubs du Soleil;;16, bd Notre Dame;;13006;MARSEILLE;commercial@villagesclubsdusoleil.com;04 91 04 87 00;04 91 04 87 01;www.villagesclubsdusoleil.com;;;;
NDV;Bienvenue en France;;16, bis Alcide Augey;;64200;BIARRITZ;contact@bienvenue-en-france.com;05 59 22 05 15;05 59 22 06 16;www.bienvenue-en-france.com;;;;
NDV;Carlson Wagonlit Voyages;;16, cours Bosquet;;64000;PAU;ag.ltpau.adour@carlsonwagonlit.fr;0 826 825 657;0 826 825 757;;;;;
NDV;Voyages Paris Normandie;(Manor);16, esplanade Ch. de Gaulle;;92000;NANTERRE;vpnnanterre@vpn.fr;01 41 37 99 99;01 47 25 49 03;www.voyagesparisnormandie.com;;;;
NDV;Nouvelles Frontières;;16, Grande Rue;;76200;DIEPPE;dieppe.nf@nouvelles-frontieres.fr;02 35 40 41 50;02 35 40 41 55;www.nouvelles-frontieres.fr;;;;
NDV;Touriscar Voyages;(Selectour);16, Grande Rue;;74160;SAINT-JULIEN-EN-GENEVOIS;saint-julien@touriscar.net;04 50 49 18 92;04 50 49 53 78;www.toorisme.com;;;;
NDV;Fitour/Ambassade Fram;;16, place de la République;;46400;SAINT-CERE;fitour-stc@triangle-voyages.com;05 65 10 81 73;05 65 10 81 74;www.fitour-voyages.com;;;;
NDV;Euro-Mer;(Tourcom);16, place des Alliés;;34500;BEZIERS;beziers@euromer.net;04 67 48 15 15;04 67 80 32 72;www.euromer.net;;;;
NDV;Salaün Holidays;;16, place du Centre;;22200;GUINGAMP;guingamp@salaun-holidays.com;02 96 21 17 17;02 96 21 17 19;www.salaun-holidays.com;;;;
NDV;Emeraude Voyages Evasion;(Afat);16, place du Général-de-Gaulle;;50000;SAINT-LO;stlo@bellier-voyages.com;02 33 72 20 58;02 33 72 28 93;www.voyages-bellier.fr;;;;
NDV;Fram Voyages;;16, place Franklin-Roosevelt;;82000;MONTAUBAN;agence.montauban@fram.fr;0 826 46 61 23;05 63 92 78 01;;;;;
NDV;Voyages Paris Normandie/Jet Tours;(Manor);16, place Nationale;;76200;DIEPPE;vpndieppe@vpn.fr;02 32 14 02 28;02 35 82 66 83;;;;;
NDV;Thomas Cook Voyages;;16, place St-Bruno;;38500;VOIRON;voiron@thomascook.fr;04 76 05 74 57;04 76 05 63 37;www.thomascook.fr;;;;
NDV;Pereire Voyages;(Manor);16, rue A. Raynaud;;92300;LEVALLOIS;affaire@pereire-voyages.com;01 41 05 93 30;01 47 57 12 38;www.pereire-voyages.com;;;;
NDV;Escapades;(Tourcom);16, rue Adolphe Crespin;;45000;ORLEANS;contact@escapades.fr;02 38 54 60 00;02 38 54 73 39;www.escapades.fr;;;;
NDV;Alpilles Voyages;;16, rue Adolphe Thiers;;13260;CASSIS;cassis@alpilles-voyages.com;04 42 01 24 00;04 42 98 84 72;www.alpilles-voyages.com;;;;
NDV;In Com Nice;;16, rue Alsace Lorraine;;06000;NICE;lucie.incom@free.fr;04 93 92 89 72;04 93 92 89 70;www.incom-france.com;;;;
NDV;Salaün Holidays;;16, rue Aristide-Briand;;37300;JOUE-LES-TOURS;jouelestours@salaun-holidays.com;02 47 73 77 47;02 47 73 89 86;www.salaun-holidays.com;;;;
NDV;Laperrière Voyages;(Manor);16, rue Bichat;;01100;OYONNAX;billetterie@laperriere-voyages.com;04 74 12 01 03;04 74 77 67 10;;;;;
NDV;Runaworld;;16, rue Bourgeot;;94240;L'HAY-LES-ROSES;valerie@runaworld.com;01 47 40 45 70;01 45 47 34 36;www.runaworld.com;;;;
NDV;Thomas Cook Voyages;;16, rue Clémentine;;38200;VIENNE;vienne@thomascook.fr;04 74 78 36 00;04 74 78 36 09;www.thomascook.fr;;;;
NDV;Voyage Voyage;(Afat);16, rue d'Albuféra;;27200;VERNON;voyage-voyage@afatvoyages.fr;02 32 21 68 80;02 32 21 01 58;;;;;
NDV;E. Leclerc Voyages;;16, rue de la 2ème DB;;29200;BREST;brestville@leclercvoyages.com;02 98 33 89 50;02 98 33 89 59;;;;;
NDV;GOODWILL TRAVEL;;16, rue de la Banque;;75002;PARIS;marie-ange-martin@wanadoo.fr;01 53 29 12 12;01 53 29 97 88;;;;;
NDV;PARIS UNION VOYAGES;;16, rue de la Charbonnière;;75018;PARIS;puv@puv.fr;01 53 09 92 82;01 53 09 92 88;www.puv.fr;;;;
NDV;Thomas Cook Voyages;;16, rue de la Liberté;;06000;NICE;nice.liberte@thomascook.fr;04 93 88 99 44;04 93 16 02 72;;;;;
NDV;Ailleurs;(Afat);16, rue de la Visitation;;54000;NANCY;nancy@ailleurs.com;03 83 30 04 57;03 83 35 10 98;www.ailleurs.com;;;;
NDV;Top Fun Travel;;16, rue de Neuville;;77300;FONTAINEBLEAU;info@topfun.fr;01 60 39 58 58;01 60 39 02 20;www.topfun.fr;;;;
NDV;Axion Voyages;(Afat);16, rue de Verdun;Clos René;34000;MONTPELLIER;contact@axion-voyages.fr;04 67 12 38 88;04 67 12 38 89;www.axion-voyages.fr;;;;
NDV;ABL Tour;;16, rue des Halles;;06400;CANNES;abltour-cannes@wanadoo.fr;04 93 38 75 50;04 93 38 74 80;www.abl-tour-canada.com;;;;
NDV;Boulevard de la Stim;;16, rue des Quatre Cheminées;;92100;BOULOGNE BILLANCOURT;info@bdstim.com;01 41 41 93 33;01 41 41 01 29;www.bdstim.com;;;;
NDV;Nouvelles Frontières;;16, rue d'Orfeuil;;51000;CHALONS-EN-CHAMPAGNE;chalonenchampagne.nf@nouvelles-frontieres.fr;03 26 22 51 77;03 26 22 51 76;www.nouvelles-frontieres.fr;;;;
NDV;Thomas Cook Voyages;;16, rue du 22 novembre;;67000;STRASBOURG;strasbourg.novembre@thomascook.fr;03 88 32 99 77;03 88 23 55 56;;;;;
NDV;Havas Voyages/TVD;;16, rue du Château;;21000;DIJON;tvddijon@pretapartir.fr;03 80 30 40 55;03 80 30 25 19;;;;;
NDV;NOUR VOYAGES;;16, rue du Département;;75019;PARIS;info@nourvoyages.com;01 40 36 43 43;01 40 36 53 53;www.nourvoyages.com;;;;
NDV;Fitour/Ambassade Fram;;16, rue du Docteur Breton;place des 2 Conils;24100;BERGERAC;fitour-ber@triangle-voyages.com;05 53 22 23 23;05 53 22 23 30;www.ambassade-fram-fitour24.com;;;;
NDV;Agora Tourisme et Voyages;(Selectour);16, rue du Fossé des Tanneurs;;67000;STRASBOURG;agora-tourisme1@selectour.com;03 88 21 99 55;03 88 21 90 63;www.agora-tourisme.fr;;;;
NDV;Ouest Contact;(Selectour);16, rue du Général de Gaulle;;22700;PERROS-GUIREC;oc.perros@wanadoo.fr;02 96 91 11 56;02 96 46 53 44;;;;;
NDV;Vikings Voyages/Ambassade Fram;;16, rue du Général Giraud;;14000;CAEN;infos-caen@vikings-voyages.com;02 31 27 12 34;02 31 85 52 03;;;;;
NDV;Artique Voyages;(Selectour);16, rue du Général-Bertrand;;36000;CHATEAUROUX;artique-chateauroux@selectour.com;02 54 07 41 41;02 54 27 86 64;;;;;
NDV;Exotour;(Afat);16, rue E. Berthet;;87000;LIMOGES;exotour.afat@wanadoo.fr;05 55 33 67 67;05 55 32 41 32;www.exotour.fr;;;;
NDV;FA Loisirs;;16, rue Fénélon;;69006;LYON;contact@faloisirs.fr;04 78 24 38 82;04 78 24 39 10;www.faloisirs.fr;;;;
NDV;INTER GLOBE TRAVEL TOURS;(Manor);16, rue Fourcroy;;75017;PARIS;itt.17@club-internet.fr;01 47 66 34 66;01 46 22 77 24;;;;;
NDV;Agence R. Poirier Fils;;16, rue François Arago;;97110;POINTE-A-PITRE;espacevoyage.poirier@wanadoo.fr;05 90 82 32 36;05 90 83 43 49;;;;;
NDV;Club Voyages;;16, rue G. Clémenceau;;85600;MONTAIGU;montaigu@clubvoyages.com;02 51 94 01 44;02 51 06 43 75;www.club-voyages.fr;;;;
NDV;CNT VOYAGES;;16, rue Geoffroy Marie;;75009;PARIS;cntvoyages@wanadoo.fr;01 47 70 82 00;01 47 70 81 86;;;;;
NDV;SMC Voyages;;16, rue George Appay;;92150;SURESNES;smc@agencesmc.fr;01 42 04 20 40;01 47 72 39 69;www.agencesmc.fr;;;;
NDV;Corsicatours/Thomas Cook Voyages;;16, rue Jean Jaurès;;20137;PORTO VECCHIO;;04 95 70 96 51;04 95 70 96 55;;;;;
NDV;Convergences Evasion/Thomas Cook Voyages;;16, rue Jean Monnet;;77600;BUSSY-SAINT-GEORGES;bussy@thomascook.fr;01 64 77 31 40;01 64 66 49 36;;;;;
NDV;ASIELAND;;16, rue Louis Bonnet;;75011;PARIS;;01 43 55 86 00;01 40 21 62 95;;;;;
NDV;Maine Libre Voyages;(Le)/CWV;16, rue Nationale;;72000;MANS (LE);ag.ltlemans@carlsonwagonlit.fr;0 826 825 529;0 826 825 629;;;;;
NDV;IMPACT VOYAGES;(Tourcom);16, rue Parrot;;75012;PARIS;contact@impactvoyages.fr;01 43 45 93 93;01 43 45 93 99;;;;;
NDV;DESTINATIONS CONSEILS;;16, rue Pierre Fontaine;;75009;PARIS;DestiConseils@orange.fr;01 42 81 07 33;01 42 81 07 44;www.destinations-conseils.fr;;;;
NDV;Havas Voyages/Prêt à Partir;;16, rue Raugraff;;54000;NANCY;nancy-raugraff@pretapartir.fr;03 83 30 50 28;03 83 37 02 07;;;;;
NDV;Midi Libre Voyages/CWV;;16, rue Régale;;30000;NIMES;ag.ltnimes.regale@carlsonwagonlit.fr;0 826 825 326;0 826 825 426;;;;;
NDV;OSCAR VOYAGES;;16, rue Vezelay;;75008;PARIS;c.haguais@vianeo.com;01 53 76 42 27;01 53 76 42 29;www.oscar.fr;;;;
NDV;Thomas Cook Voyages;;160, cours Emile Zola;;69100;VILLEURBANNE;villeurbanne@thomascook.fr;04 72 65 30 40;04 78 68 51 40;;;;;
NDV;Havas Voyages/Azur Voyages;;160, cours Victor Hugo;;13300;SALON-DE-PROVENCE;salon@voyazur.com;04 90 56 32 34;04 90 56 74 23;www.voyazur.com;;;;
NDV;Alcover Voyages;(Selectour);160, rue de Paris;;76600;HAVRE (LE);alcover.voyages@wanadoo.fr;02 35 42 33 34;02 35 22 04 72;;;;;
NDV;MERLINTOUR;(Tourcom);160, rue Montmartre;;75002;PARIS;pax@merlintour.com;01 55 34 90 40;01 55 34 90 45;www.merlintour.com;;;;
NDV;My Travel Vacances;;1609, chemin St Bernard;;06220;VALLAURIS;sylvia.demarco@mytravel.co.uk;04 93 64 30 04;04 93 64 30 95;;;;;
NDV;Villeparisis Voyages;(Afat);161, av. Charles de Gaulle;;77230;VILLEPARISIS;contact@villeparisis-voyages.com;01 64 27 86 23;01 64 67 21 27;villeparisis-voyages.com;;;;
NDV;Voyages Thorel;(Selectour);16-18, av. Foch;;59700;MARCQ-EN-BAROEUL;voyagesthorel-marcq@selectour.com;03 20 89 53 83;03 20 89 53 80;;;;;
NDV;Absolu Voyages;(Tourcom);16-18, bd de Lagny;;77600;BUSSY-SAINT-GEORGES;absolu@absolu-voyages.com;01 64 66 30 20;01 64 66 04 05;www.absolu-voyages.com;;;;
NDV;BS Voyages;;162, rue de Paris;;93260;LILAS (LES);bernardm@bsvoyages.com;01 43 60 00 05;01 43 60 03 88;;;;;
NDV;Carlson Wagonlit Voyages;;162, rue St-Jean;;14000;CAEN;ag.ltcaen@carlsonwagonlit.fr;0 826 825 510;0 826 825 610;;;;;
NDV;Voyages Parent;(Manor);163, av. de Paris;;94800;VILLEJUIF;voypar@nerim.net;01 46 78 82 21;01 46 78 70 57;;;;;
NDV;IMPACT VOYAGES;(Tourcom);163, bd Haussmann;;75008;PARIS;sandrine@impactvoyages.fr;01 58 36 24 24;01 58 36 24 22;;;;;
NDV;Roma Voyages;;163, rue de Paris;;93100;MONTREUIL-SOUS-BOIS;romavoyages@free.fr;01 48 70 13 12;01 48 70 13 23;;;;;
NDV;SUCCES VOYAGE;(Manor);164, rue de Courcelles;;75017;PARIS;pchabert@succes-voyage.fr;01 56 21 30 00;01 56 21 30 10;;;;;
NDV;Acil Voyages;(Selectour);165, bd du Grau Saint-Ange;;66420;BARCARES (LE);voyages.port-barcares@acil.eu;04 68 86 01 00;04 68 86 01 02;;;;;
NDV;PEREIRE VOYAGES;(Manor);165, rue de Courcelles;;75017;PARIS;tourisme@pereirevoyages.fr;01 47 63 37 36;01 47 63 44 88;;;;;
NDV;Tourisme et Voyages Vairon;(Selectour);165, rue P.V. Couturier;;94140;ALFORTVILLE;vairon-alfortville@selectour.com;01 43 53 38 33;01 45 62 32 05;;;;;
NDV;Fairplay Voyages;(Afat);166, av. de Paris;;94300;VINCENNES;fairplay.voyages@orange.fr;01 43 65 18 32;01 48 08 76 71;www.fairplayvoyages.com;;;;
NDV;Voyages Piel/Vision du Monde;;166, rue St-Jean;;14000;CAEN;caen@voyages-piel.fr;02 33 96 69 90;02 33 96 69 91;www.voyages-piel.fr;;;;
NDV;Détente Parfaite/Ambassade Fram;;167, bd de la République;;33510;ANDERNOS-LES-BAINS;detenteparfaite@vianeo.com;05 56 82 14 49;05 56 82 57 18;www.ambassade-fram-detenteparfaite33.com;;;;
NDV;Aquatour/Thomas Cook Voyages;;167, place Jean-Jaurès;;62110;HENIN BEAUMONT;aq.henin-beaumont@aquatour.com;03 21 49 68 38;03 21 49 01 80;;;;;
NDV;Sable - Corail /Thomas Cook Voyages;;168, av. de la République;;14801;DEAUVILLE;deauville@thomascook.fr;02 31 89 36 36;02 31 88 79 71;;;;;
NDV;CARLSON WAGONLIT VOYAGES;;168, rue du Fg Saint-Honoré;;75008;PARIS;ag.ltsainthonore@carlsonwagonlit.fr;0 826 825 469;0 826 825 569;;;;;
NDV;DIFFERENCIEL;;169, av. de Choisy;;75013;PARIS;contact@differenciel.fr;01 53 61 14 14;01 53 61 13 12;www.differenciel.fr;;;;
NDV;Nouvelles Frontières;;17 bis, Grande Rue;;91260;JUVISY-SUR-ORGE;juvisy.nf@nouvelles-frontieres.fr;01 69 12 23 70;01 69 12 23 75;www.nouvelles-frontieres.fr;;;;
NDV;Fram Voyages;;17 bis, rue de Versailles;;78150;CHESNAY (LE);agence.lechesnay@fram.fr;0 826 46 61 46;01 39 54 70 97;;;;;
NDV;DONATELLO;;17, av des Gobelins;;75005;PARIS;gobelins@donatello-to.com;01 45 87 72 30;01 45 87 72 36;;;;;
NDV;TRANS-AUTO-VOYAGES;(Manor);17, av. de Friedland;;75008;PARIS;t.a.v@wanadoo.fr;01 53 89 19 99;01 45 61 91 61;;;;;
NDV;Monaco Voyages;(Tourcom);17, av. de l'Annonciade;B.P. 143;98000;MONACO;mcmvges.annonciade@etourcom.com;(377) 97 97 82 70;(377) 97 97 82 79;;;;;
NDV;Carlson Wagonlit Voyages;;17, av. des Alliés (billetterie);;25200;MONTBELIARD;ag.ltmontbeliard.allies@carlsonwagonlit.fr;0 826 825 660;0 826 825 480;;;;;
NDV;Salaün Holidays;;17, av. du docteur Nicolas;;29110;CONCARNEAU;concarneau@salaun-holidays.com;02 98 97 71 19;02 98 60 49 98;www.salaun-holidays.com;;;;
NDV;Lourdes Tourisme/Thomas Cook Voyages;;17, av. Foch;;65100;LOURDES;lourdestourisme@lourdestourisme.com;05 62 94 00 16;05 62 94 22 84;;;;;
NDV;DMG Voyages;(Selectour);17, av. Jean Giono;;04100;MANOSQUE;dmg-voyages@selectour.com;04 92 72 18 18;04 92 72 57 25;;;;;
NDV;Avel Vat Voyages;(Manor);17, av. Jean-Jaurès;;35400;SAINT-MALO;avelvat.vdm.smt@wanadoo.fr;02 99 40 27 27;02 99 40 83 61;www.vdm.com;;;;
NDV;Club Voyages;;17, av. Louis-Pasteur;;92220;BAGNEUX;bagneux@clubvoyages.com;01 46 65 26 00;01 46 65 37 87;www.club-voyages.fr;;;;
NDV;Outremers;;17, av. Renoir;;06800;CAGNES-SUR-MER;info@outremers.com;04 92 02 98 88;04 92 02 98 90;www.outremers.com;;;;
NDV;Mesnil Voyages/Thomas Cook Voyages;;17, av. Roger-Salengro;;94500;CHAMPIGNY;reussite.champigny@thomascookfr.com;01 48 85 26 84;01 48 89 92 20;;;;;
NDV;Wasteels Voyages/Thomas Cook Voyages;;17, bd de la République;;93190;LIVRY-GARGAN;livry@wasteels.fr;01 43 02 20 10;01 43 01 09 87;www.wasteels.fr;;;;
NDV;Glob'Tour;(Selectour);17, bd du 14 Juillet;;10000;TROYES;globtour@ selectour.com;03 25 73 07 45;03 25 73 52 55;;;;;
NDV;Thomas Cook Voyages;;17, bd Louis Blanc;;83990;SAINT-TROPEZ;saint.tropez@thomascook.fr;04 94 56 64 64;04 94 54 87 22;www.thomascook.fr;;;;
NDV;Nouvelles Frontières;;17, bd Schuman;;50100;CHERBOURG;cherbourg.nf@nouvelles-frontieres.fr;02 33 01 87 10;02 33 01 87 11;www.nouvelles-frontieres.fr;;;;
NDV;Passion Outremer;;17, centre des Arcades;;97118;SAINT-FRANCOIS;passion.outremer@wanadoo.fr;05 90 47 17 17;05 90 47 06 96;www.passion-outremer.com;;;;
NDV;Delora Tourisme/Thomas Cook Voyages;;17, Grande Rue;;35470;BAIN DE BRETAGNE;delora.bain@orange.fr;02 99 43 86 61;02 99 43 70 68;;;;;
NDV;Echo Voyages;(Selectour);17, Grande Rue Maurice Violette;;28100;DREUX;echovoy.dreux@wanadoo.fr;02 37 42 21 21;02 37 46 80 04;;;;;
NDV;St Martin Voyages;(Manor);17, Im. Le Pirate;route de Sandy Ground;97150;SAINT-MARTIN;saint-martin-voyages@wanadoo.fr;05 90 52 99 39/40;05 90 52 99 42;;;;;
NDV;Emeraude Voyages Mauger/Ambassade Fram;(Tourcom);17, place Carnot;;72600;MAMERS;evm.mamers@voyages-internationaux.com;02 43 33 93 37;02 43 33 93 36;;;;;
NDV;Voyages Gilbert;(Tourcom);17, place Chavanelle;;42000;SAINT-ETIENNE;chavanelle@gvoyages.com;04 77 49 66 49;04 77 49 66 42;www.skiforfaits.com;;;;
NDV;Vaillant Voyages;;17, place d'Armes Albert;;80300;ALBERT;vaillant.voyages@orange.fr;03 22 75 21 96;03 22 75 00 17;;;;;
NDV;Verdié Voyages;(Afat);17, place de la Cité;;12000;RODEZ;agence.rodez@verdie.com;05 65 77 10 41;05 65 42 88 82;;;;;
NDV;Novel Voyages;;17, place de l'Annapurna;;74000;ANNECY;novelvoyages@vianeo.com;04 50 23 04 32;04 50 23 06 22;;;;;
NDV;Thomas Cook Voyages;;17, place du 8 Mai 1945;;73000;CHAMBERY;chambery@thomascook.fr;04 79 60 58 00;04 79 60 58 09;www.thomascook.fr;;;;
NDV;Accents d'Ailleurs;(Tourcom);17, place du Président Wilson;;13200;ARLES-SUR-RHONE;wilson@accda.com;04 90 52 01 52;04 90 52 01 53;www.accentsdailleurs.com;;;;
NDV;Ailleurs;(Afat);17, place Jules Ferry;;69006;LYON;lyon-ferry@ailleurs.com;04 78 24 14 52;04 72 74 13 19;;;;;
NDV;Alba Voyages;(Selectour);17, place Saint-Ayoul;;77160;PROVINS;albaprov@selectour.com;01 64 08 93 39;01 64 08 95 49;;;;;
NDV;Etasse Voyages/Thomas Cook Voyages;;17, place Saint-Patrice;;14400;BAYEUX;bayeux@etassevoyages.com;02 31 21 31 49;02 31 21 41 93;www.etasse-voyages.fr;;;;
NDV;Castres Voyages;(Afat);17, place Soult;;81100;CASTRES;castres-voyages@wanadoo.fr;05 63 62 57 57;05 63 62 57 58;www.castres-voyages.com;;;;
