licence;iata;agence;Réseau;adresse;adresse2;adresse3;adresse4;BP;cp;ville;email;tel;fax;web;Contacts;;;;;;;;;
075050059;;Link Voyages;;21, av. Paul Vaillant Couturier;;;;;93120;COURNEUVE (LA);linkvoyages@hotmail.com;01 43 11 32 40;01 43 11 32 49;;Chef d'agence;Zill Fadique;;;;;;;;
13030005;;Alpilles Voyages;;21, av. Wilson;;;;;83550;VIDAUBAN;vidauban@alpilles-voyages.com;04 94 73 16 32;04 94 73 14 56;www.alpilles-voyages.com;Directeur;Beissier Philippe;;;;;;;;
92060021;20258324;Colombes Voyages;(Afat);21, bd Edgar Quinet;;;;;92700;COLOMBES;colombesvoyages@wanadoo.fr;01 46 49 87 50;01 46 49 87 54;;;;;;;;;;;
973012001;;Couleurs Amazone;;21, bd Jubelin;;;;;97300;CAYENNE;info@couleursamazone.fr;05 94 28 70 00;05 94 28 70 01;www.couleursamazone.fr;Directeur;Dupont Béatrice;;;;;;;;
6960019;;Captours Vogel Voyages;;21, bd Maréchal Leclerc;;;;;6310;BEAULIEU;captours@wanadoo.fr;04 93 01 00 41;04 93 01 07 26;www.captours.fr;Directeur;Pisani Nathalie;Chef d'agence;Wimberger Véronique;;;;;;
044960001;;Spots d' Evasion;;21, chaussée de la Madeleine;;;;;44000;NANTES;info@spots-evasion.com;02 40 35 22 00;02 40 20 16 77;www.spots-evasion.com;Directeur;Hervier Laurent;;;;;;;;
11950004;20214611;Castel Tours/Thomas Cook Voyages;;21, cours de la République;;;;;11400;CASTELNAUDARY;castel-tours@thomascook.fr;04 68 23 02 03;04 68 23 40 50;;Directeur;Redrado Sophie;;;;;;;;
059990003;;Nord Soleil/Aquatour;;21, Grand Place;;;;BP 122 ;59200;TOURCOING;spercaille@nordsoleil.com;03 20 27 70 70;03 20 27 48 48;www.nordsoleil.com;Directeur;Scrive Catherine;;;;;;;;
033960021;20278333;Langon Voyages;(Afat);21, place du Général-de-Gaulle;;;;;33210;LANGON;langon.voyage@tiscali.fr;05 56 63 22 93;05 56 63 09 69;;Directeur;Langlois Isabelle;;;;;;;;
093060011;20294293;Wasteels Voyages/Thomas Cook Voyages;;21, place du Marché;;;;;57100;THIONVILLE;thionville@wasteels.fr;03 82 54 87 60;03 82 54 87 65;www.wasteels.fr;Chef d'agence;Perotti Nathalie;;;;;;;;
056950003;;Maury Voyages;;21, place Hoche;;;;;56170;QUIBERON;voyages@maury-transports.com;02 97 50 15 30;02 97 30 57 15;;Directeur;Cano Alain;;;;;;;;
49970001;20237313;Chango Voyages;(Afat);21, place Sainte-Croix;;;;;49000;ANGERS;afat.chango@numericable.fr;02 41 25 70 25;02 41 25 70 26;www.changovoyages.fr;Directeur;Guittet Chantal;;;;;;;;
049050001;;Nouvelles Frontières/Moana;;21, place Travot;;;;;49300;CHOLET;cholet.nf@nouvelles-frontieres.fr;02 41 29 06 92;02 41 58 85 01;www.nouvelles-frontieres.fr;Chef d'agence;Caillet Stéphanie;;;;;;;;
69000002;;Amada;;21, quai Pierre Scize;;;;;69009;LYON;amada@amada-aventure.com;04 72 10 88 00;04 72 10 01 23;www.amada-aventure.com;Directeur;Rosset Dominique;;;;;;;;
033050002;;Les Acabailles/Vitivinitour;;21, rue Adrien Baysselance;;;;;33000;BORDEAUX;contact@lesacabailles.fr;05 56 92 32 31;05 56 92 32 31;www.lesacabailles.fr;;;;;;;;;;
971950008;;Georges Marie Gabrielle Voyages;;21, rue Alexandre Isaac;;;;BP 28 ;97110;POINTE-A-PITRE;marie.gabrielle@wanadoo.fr;05 90 21 08 08;05 90 21 08 00;www.mariegabrielle.com;Directeur;Dournaux Pierre;;;;;;;;
75950049;20237136;AMITOURS VOYAGES;;21, rue Bergère;;;;;75009;PARIS;amitours-voyages@wanadoo.fr;01 48 01 01 23;01 42 46 18 95;www.amitours-voyages.fr;Directeur;Attal Jacqueline;;;;;;;;
35960003;;Delora Tourisme;;21, rue de la Monnaie;;;;;35000;RENNES;delora.tourisme@free.fr;02 99 30 04 27;02 99 65 59 62;;Chef d'agence;Orain Sandra;;;;;;;;
029950016;;Salaün Holidays;;21, rue de la Paix;;;;;53000;LAVAL;laval@salaun-holidays.com;02 43 53 86 99;02 43 53 87 00;www.salaun-holidays.com;Chef d'agence;Le Pape Marie-Noëlle;;;;;;;;
013980012;;IKS/Jet Tours;(Manor);21, rue de la République;;;;;13400;AUBAGNE;nelly.pottier@eurafrique.fr;04 42 03 19 24;04 42 03 68 80;www.voyages-eurafrique.fr;Chef d'agence;Pottier Nelly;;;;;;;;
033960030;;Vac'Dor;(Tourcom);21, rue de la République;;;;;33200;SAINTE-FOY-LA-GRANDE;vacdor@wanadoo.fr;05 57 41 92 93;05 57 41 92 94;www.vacdor.com;;;;;;;;;;
075050025;;KARAVEL;;21, rue de l'Echiquier;;;;;75010;PARIS;marketing@karavel.com;08 92 23 26 26;01 48 01 51 33;www.karavel.com;;;;;;;;;;
075970052;;PROMOVACANCES.COM;;21, rue de l'Echiquier;;;;;75010;PARIS;info@promovacances.com;0 892 23 26 26;01 48 01 51 33;www.promovacances.com;;;;;;;;;;
075960073;;LA TOUR VOYAGES FACETS;;21, rue de Madrid;;;;;75008;PARIS;contact@facets.fr;01 53 42 35 00;01 53 42 35 05;www.facets.fr;Directeur;Courvoisier Michel;;;;;;;;
078950045;;Voyages Rive Gauche;;21, rue de Satory;;;;;78000;VERSAILLES;;01 39 24 86 96;01 39 02 02 08;www.vrg.fr;Chef d'agence;Drujon Isabelle;;;;;;;;
064950025;;Oihana Voyages;(Tourcom);21, rue des Basques;;;;;64100;BAYONNE;;05 59 59 56 07;05 59 85 49 96;;;;;;;;;;;
85080005;;Activ'Action Communication;;21, rue des Loges;;;;;85200;FONTENAY-LE-COMTE;;02 51 52 48 85;02 51 52 19 73;;;;;;;;;;;
69950050;;Aventuria;;21, rue des Ponts de Comines;;;;;59000;LILLE;lille@aventuria.com;03 20 06 33 77;03 20 06 44 88;www.aventuria.com;;;;;;;;;;
038950001;;Tureia - Consult Voyages;(Tourcom);21, rue des Terreaux;;;;;38500;VOIRON;voiron@consult-voyages.com;04 76 05 27 78;04 76 05 27 66;;Chef d'agence;Thibaud Alexandra;;;;;;;;
044950014;;Tourocéan Voyages;(Afat);21, rue du Calvaire;;;;;44000;NANTES;calvaire@tourocean.fr;02 40 48 50 60;02 51 72 06 50;;Directeur;Marchand Frédéric;;;;;;;;
34950005;;Bourrier Voyages;(Tourcom);21, rue du Fg de la Saunerie;;;;;34000;MONTPELLIER;bourrier.voyages@wanadoo.fr;04 67 58 89 11;04 67 92 19 36;;Directeur;Racaud Jacques;;;;;;;;
093050008;;Nouvelles Frontières;;21, rue du Général-de-Gaulle;;;;;97150;SAINT-MARTIN;mbarrot@nouvelles-frontieres.fr;05 90 87 89 82;05 90 87 27 80;www.nouvelles-frontieres.fr;Chef d'agence;Barrot Micheline;;;;;;;;
95960006;20217993;A.V.G.;(Afat);21, rue du Général-Leclerc;;;;;95320;SAINT-LEU-LA-FORET;avg4@wanadoo.fr;01 39 60 03 00;01 39 60 65 15;;Directeur;Paquier Isabelle;;;;;;;;
093080001;;Mondes Alentours;;21, rue du Petit Bois;;;;;93100;MONTREUIL-SOUS-BOIS;info@mondes-alentours.com;01 48 54 55 14;01 64 25 19 80;www.mondes-alentours.com;;;;;;;;;;
75990098;20202976;Carlson Wagonlit Voyages;;21, rue du Quartier;;;;;57100;THIONVILLE;ag.ltthionville.loisirs@carlsonwagonlit.fr;0 826 825 249;0 826 825 349;;;;;;;;;;;
030070001;;Vinivia;;21, rue Hoche;;;;;30220;AIGUES MORTES;welcome@vinivia.com;0 877 36 73 70;04 66 88 85 71;www.vinivia.com;;;;;;;;;;
027000001;20241900;Voyages Atout'Eure;(Selectour);21, rue Isambard;;;;;27120;PACY-SUR-EURE;voyages-atouteure@selectour.com;02 32 36 26 16;02 32 36 17 04;;Directeur;Rivallier Francis;;;;;;;;
076950005;;Jeanne d'Arc Voyages;;21, rue Jeanne d'Arc;;;;;76000;ROUEN;;02 35 88 19 88;02 35 89 72 95;;Chef d'agence;Lecaude Sandrine;;;;;;;;
065980002;;Nouvelles Frontières/Passerelle;;21, rue Larrey;;;;;65000;TARBES;tarbes.nf@nouvelles-frontieres.fr;05 62 93 55 55;05 62 93 73 33;www.nouvelles-frontieres.fr;Directeur;Lanier Rémi;;;;;;;;
036050001;;Les Voyages de Claudine;;21, rue Ledru Rollin;;;;;36000;CHATEAUROUX;auclairedelaterre@aol.com;02 54 07 40 36;;;;;;;;;;;;
061980006;;VLM;;21, rue Mont St-Michel;;;;;61700;DOMFRONT;voyages-lemonnier@wanadoo.fr;02 33 38 65 66;02 33 38 45 15;www.voyages-lemonnier.com;Chef d'agence;Le Monnier Blandine;Directeur;Le Monnier Renée;;;;;;
75970055;;ATLANTA TRAVELS ET TOURS;;21, rue Perdonnet;;;;;75010;PARIS;atlantatravels@free.fr;01 44 72 85 85;01 44 72 85 87;;Chef d'agence;Selvam Panneer;;;;;;;;
59000009;;Cap'Loisirs Voyages/Thomas Cook Voyages;;21, rue Roger Bouvry;;;;;59113;SECLIN;caploisirsvoyages@orange.fr;03 20 58 89 99;03 20 58 89 80;;;;;;;;;;;
075950194;20217105;VACANCES PASSION;(Tourcom);21, rue St Fargeau;;;;BP 313 ;75020;PARIS;vacances-passion@laligue.org;01 43 58 98 44;01 43 58 98 64;;;;;;;;;;;
077020001;;MILLENIUM;;21, rue St-Yves;;;;;75014;PARIS;millenium5@wanadoo.fr;01 43 21 04 04;01 43 21 04 60;;;;;;;;;;;
075950099;;SPORT VOYAGES/SVIF;;21/23, avenue de la porte de Châtillon;;;;;75014;PARIS;sport.voyages@wanadoo.fr;01 43 95 03 03;01 43 95 09 10;;Directeur;Sion Roland;;;;;;;;
92080017;;Belambra VVF;;21/23, rue de la Vanne;;;;;92120;MONTROUGE;;01 77 70 90 00;01 77 70 90 01;www.belambra-vvf.fr;;;;;;;;;;
094950018;2025297;Flash Voyages;(Tourcom);211, av. du GI-Leclerc;;;;;94700;MAISONS ALFORT;flashvoyages@wanadoo.fr;01 49 77 92 00;01 43 96 53 54;;Directeur;Homond Ghislaine;;;;;;;;
091970002;;Qui Voyage;;212, rte de Corbeil;;;;;91700;SAINTE-GENEVIEVE-DES-BOIS;info@quivoyage.com;01 60 16 76 86;01 60 16 83 61;www.quivoyage.com;;;;;;;;;;
075950591;;PRINTEMPS;(Ag de voyages)/SVAN;21-25, cours de Vincennes;;;;;75020;PARIS;vboisnard@printempsvoyages.com;01 43 71 20 92;01 43 71 57 22;;Chef d'agence;Boisnard Véronique;;;;;;;;
69950050;;AVENTURIA;;213, bd Raspail;;;;;75014;PARIS;paris@aventuria.com;01 44 10 50 50;01 44 10 50 55;www.aventuria.com;;;;;;;;;;
084950008;96110781;Mery Voyages;(Selectour);213, cours Pourtoules;;;;;84100;ORANGE;mery-orange@selectour.com;04 90 34 00 33;04 90 34 56 41;;Chef d'agence;Mery Anne;;;;;;;;
031950026;;Voyages Dépêche/CWV;;218, av. St Exupéry;;;;;31000;TOULOUSE;ag.lttoulouse.medianetravel@carlsonwagonlit.fr;05 62 16 65 70;05 62 16 65 79;;Chef d'agence;Portelli Frédérique;;;;;;;;
1970001;;Euretour;;218, route de Mézériat;;;;;1310;POLLIAT;euretour@wanadoo.fr;04 74 25 76 84;04 74 25 76 85;;Directeur;Forey Jean-Louis;;;;;;;;
84960007;20210783;Corail Voyages;(Afat);219, cours Bournissac;;;;;84300;CAVAILLON;cavaillon@corailvoyages.fr;04 90 71 26 24;04 90 78 17 07;www.corailvoyages.fr;Gérant;Blanc Anne-Marie;;;;;;;;
093050008;;Nouvelles Frontières;;22 bis, rue de Noyon;;;;;80000;AMIENS;amiens.nf@nouvelles-frontieres.fr;03 22 92 58 21;03 22 80 52 85;www.nouvelles-frontieres.fr;Chef d'agence;Bodoule Sosso Florence;;;;;;;;
75950453;20237324;ALLTOURS;(Afat);22, av. de Flandre;;;;;75019;PARIS;alltours@afatvoyages.fr;01 40 38 92 31;01 40 38 33 43;;Directeur;Saïm Youcef;;;;;;;;
31950023;20224153;CTA Events;(Tourcom);22, av. de Purpan;;;;;31700;BLAGNAC;voyages@cta-events.com;05 34 39 13 91;05 34 39 14 72;www.cta-events.com;;;;;;;;;;
59960005;20211973;Espace Voyages Evasion;(Selectour);22, av. Franklin-Roosevelt;;;;;59600;MAUBEUGE;espacevoyages@selectour.com;03 27 65 88 88;03 27 65 02 22;www.espace-voyages.fr;Directeur;Debuck Jean;;;;;;;;
092950011;20229786;Thomas Cook Voyages;;22, av. Jean-Jaurès;;;;;92140;CLAMART;clamart@thomascook.fr;01 55 95 04 90;01 55 95 04 99;www.thomascook.fr;;;;;;;;;;
006950014;20218951;Rinck Travel Arrangements;(Tourcom);22, bd d'Aiguillon;;;;;06600;ANTIBES;info@rincktravel.com;04 93 34 34 38;04 93 34 93 23;www.rincktravel.com;Directeur;Rinck Winifred;;;;;;;;
093050008;;Nouvelles Frontières;;22, bd Gal de Gaulle;;;;;26000;VALENCE;valence.nf@nouvelles-frontieres.fr;0 825 000 825;04 75 59 04 61;www.nouvelles-frontieres.fr;;;;;;;;;;
095990001;20239306;Héloise Voyages;(Afat);22, bd Héloise;;;;;95100;ARGENTEUIL;heloisevoyages1@yahoo.fr;01 34 34 18 18;01 34 34 18 16;;;;;;;;;;;
59960015;;Delgrange Voyages;(Afat);22, bd Sainte-Barbe;;;;;59140;DUNKERQUE;dunkerque@delgrangevoyages.com;03 28 20 12 31;03 28 20 12 32;www.afat-delgrangevoyages.com;;;;;;;;;;
075070028;20221423;KER VOYAGES;(Afat);22, cours de Vincennes;;;;;75012;PARIS;kervoyages@orange.fr;01 43 43 40 73;01 46 28 03 43;www.kervoyages.fr;;;;;;;;;;
013030005;;Havas Voyages/Alpilles Voyages;;22, Esplanade des Belges;;;;;13500;MARTIGUES;martigues@alpilles-voyages.com;04 42 81 77 77;04 42 81 77 70;www.alpilles-voyages.com;Directeur;Beissier Philippe;;;;;;;;
092950011;20202000;Thomas Cook Voyages;;22, place Charles-de-Gaulle;;;;;33700;MERIGNAC;merignac@thomascook.fr;05 56 12 16 30;05 56 97 21 66;www.thomascook.fr;;;;;;;;;;
041010001;20207666;Sologn' Evasion/Thomas Cook Voyages;;22, place de la Paix;;;;;41200;ROMORANTIN;thomascook.sologne@wanadoo.fr;02 54 76 68 42;02 54 96 07 39;;Directeur;Moreau Anne;;;;;;;;
031950031;;Voyages 31;(Selectour);22, place Dupuy;;;;;31000;TOULOUSE;voyages31.dupuy@selectour.com;05 62 73 30 30;05 62 73 30 31;;;;;;;;;;;
29950003;20219975;ACTA Voyages/CWV;;22, place Gambetta;;;;BP 106 ;29120;PONT-L'ABBE;ag.ltpontdelabbe@carlsonwagonlit.fr;02 98 87 18 08;02 98 87 11 99;;;;;;;;;;;
092950011;20289500;Thomas Cook Voyages;;22, place Max Lejeune;;;;;80100;ABBEVILLE;abbeville@thomascook.fr;03 22 20 66 10;03 22 31 64 46;www.thomascook.fr;Chef d'agence;Lotte Frédérique;;;;;;;;
73950002;;Espace Montagne International;;22, place Sommeiller;;;;;73500;MODANE;info@espace-montagne.net;04 79 05 19 48;04 79 05 19 76;www.espace-montagne.net;Directeur;Finas Yves;;;;;;;;
056960012;;Jouanno Evasion/Ambassade Fram;(Afat);22, rue Barré;;;;;56400;AURAY;auray@jouanno-evasion.com;02 97 24 28 28;02 97 50 84 73;;Chef d'agence;Le Tohic Catherine;;;;;;;;
075990015;;PLUS VOYAGES;;22, rue d'Astorg;;;;;75008;PARIS;infos@plusvoyages.com;01 53 43 70 70;01 53 43 70 79;www.promovols.com;Directeur;Massoud Karim;;;;;;;;
093050008;;Nouvelles Frontières;;22, rue de la Pie;;;;;28000;CHARTRES;chartres.nf@nouvelles-frontieres.fr;02 37 36 52 63;02 37 36 54 38;www.nouvelles-frontieres.fr;Chef d'agence;Farion Stéphanie;;;;;;;;
91980001;20249633;Carré Bleu Voyages/Jancarthier Voyages;(Manor);22, rue de la République;;;;;92190;MEUDON;meudon@jancarthier.fr;01 55 64 02 02;01 55 64 02 00;;;;;;;;;;;
034950019;;Midi Libre Voyages/CWV;;22, rue de la République;;;;;34000;MONTPELLIER;ag.ltmontpellier.republique@carlsonwagonlit.fr;04 67 92 68 16;04 67 06 56 20;;Chef d'agence;Ferrand Thierry;;;;;;;;
093050008;;Nouvelles Frontières;;22, rue de l'Aiguillerie;;;;;34000;MONTPELLIER;montpellier-aiguillerie.nf@nouvelles-frontieres.fr;04 67 60 09 20;04 67 60 09 25;;Chef d'agence;Delande Pascale;;;;;;;;
092950018;20206981;FNAC VOYAGES;;22, rue de l'Arcade;;;;;75008;PARIS;arcade@voyages.fnac.com;01 42 66 18 18;01 42 66 10 96;;Chef d'agence;Smadja Michel;;;;;;;;
056960012;;Jouanno Evasion/Ambassade Fram;(Afat);22, rue de Pontivy;;;;;22600;LOUDEAC;loudeac@jouanno-evasion.com;02 96 28 08 71;02 96 28 68 63;;Chef d'agence;Jan Marie-Thérèse;;;;;;;;
057960004;20219651;Voyages Euréka;(Afat);22, rue de Verdun;;;;;54800;JARNY;jarny@voyages-eureka.fr;03 82 33 16 78;03 82 33 66 79;www.voyages-eureka.com;Chef d'agence;Humbert Marie-Ange;;;;;;;;
022950002;20201005;Sunway Voyages/Ouest Contact/Jet Tours;(Selectour);22, rue des Augustins;;;;BP 20423 ;22300;LANNION;jettours-sunway@selectour.com;02 96 46 53 64;02 96 46 47 62;;Directeur;Morkerken Laurent;;;;;;;;
13960014;;Bivouac;(Afat);22, rue des Cordeliers;;;;;13100;AIX-EN-PROVENCE;contact@bivouac-voyages.com;04 42 37 38 39;01 42 37 38 40;www.bivouac-voyages.com;;;;;;;;;;
076050003;;Voyages Paris Normandie;(Manor);22, rue des Martyrs;;;;;76500;ELBEUF;vpnelbeuf@vpn.fr;02 35 78 29 19;02 35 77 26 14;;;;;;;;;;;
050950002;;Hommet Voyages;;22, rue du Belle;;;;BP 336 ;50000;SAINT-LO;agence.hommet@wanadoo.fr;02 33 55 55 50;02 33 55 48 11;;Chef d'agence;Hommet Catherine;Directeur;Hommet Joël;;;;;;
049960003;20221003;Presse Océan Voyages/CWV;;22, rue du Calvaire;;;;;44000;NANTES;ag.ltnantes@carlsonwagonlit.fr;0 826 825 518;0 826 825 618;;;;;;;;;;;
44040002;;Club Voyages;;22, rue du Canada;;;;;6400;CANNES;cannes@clubvoyages.com;04 93 38 12 14;04 93 38 17 71;www.club-voyages.fr;Chef d'agence;Benard Hervé;;;;;;;;
077950014;;Tropic'Alizé;;22, rue du Faubourg;;;;;77260;FERTE-SOUS-JOUARRE;tropicmail@free.fr;01 60 22 60 60;01 60 22 92 19;;Directeur;Vrancken Isabelle;;;;;;;;
068070001;;Jo'Tours Voyages;;22, rue du Maréchal de Lattre de Tassigny;;;;;68360;SOULTZ;voyages@jotours.com;03 89 76 09 23;03 89 76 53 39;;;;;;;;;;;
030040002;20252503;Horizon Voyages;(Afat);22, rue F. Crémieux;;;;;30200;BAGNOLS-SUR-CEZE;horizonvoyages@wanadoo.fr;04 66 90 58 70;04 66 90 58 73;;Directeur;Abbas Aurélie;;;;;;;;
092950011;20228585;Thomas Cook Voyages;;22, rue G. Clémenceau;;;;;85000;ROCHE-SUR-YON (LA);la.roche.sur.yon@thomascook.fr;02 51 06 90 00;02 51 37 00 50;www.thomascook.fr;;;;;;;;;;
092950011;20207460;Thomas Cook Voyages;;22, rue Jean-Jaurès;;;;;87000;LIMOGES;limoges@thomascook.fr;05 55 33 55 33;05 55 32 94 35;www.thomascook.fr;;;;;;;;;;
75000072;20289640;Carlson Wagonlit Voyages;;22, rue Montgrand;;;;;13006;MARSEILLE;ag.ltmarseille.montgrand@carlsonwagonlit.fr;0 826 825 313;0 826 825 413;;;;;;;;;;;
076950013;;Uniagents Voyages;;22, rue Mustel;;;;BP 4013 ;76000;ROUEN;cruises@humtac.fr;02 32 10 28 26;02 32 10 28 25;;Chef d'agence;Thyebaut Jacques;;;;;;;;
38950016;20240986;Carlson Wagonlit Voyages/Faure Tourisme;;22, rue Parmentier;;;;;1200;BELLEGARDE;faure-tourisme-bellegarde@nerim.net;04 50 56 62 22;04 50 56 64 02;;;;;;;;;;;
67950009;;Antoni Voyages;;22, rue Pasteur;;;;;68100;MULHOUSE;antoni.mulhouse@orange.fr;03 89 56 98 60;03 89 56 25 74;;;;;;;;;;;
075960090;;LAND EYE - TOS;;22, rue St-Augustin;;;;;75002;PARIS;landeyetos@wanadoo.fr;01 42 66 07 77;01 42 66 02 44;;Directeur;Ito Takahide;;;;;;;;
28950008;;Echo Voyages;(Selectour);22, rue Villette-Gaté;;;;BP 40059 ;28400;NOGENT-LE-ROTROU;echovoy.nogent@wanadoo.fr;02 37 52 00 37;02 37 52 76 99;;Directeur;Frangi Luigi;;;;;;;;
92950040;;Covos Baxon;;220/224, bd Jean Jaures;;;;;92100;BOULOGNE BILLANCOURT;lecalve@covos.fr;01 55 20 23 83;01 55 20 23 93;www.covosbaxon.fr;;;;;;;;;;
075010015;;V la boutique;;22-23, place du Mezel;69590 Symphorien sur Coise;;;;69000;LYON;leclub@voyage.fr;0 825 02 80 00;04 78 57 71 61;www.voyage.fr;Directeur;Lac Thierry;;;;;;;;
064980004;;Nouvelles Frontières/Voyages Océan;;22-24, av. du Maréchal Foch;;;;;64100;BAYONNE;bayonne.nf@nouvelles-frontieres.fr;05 59 25 79 18;05 59 25 39 10;www.nouvelles-frontieres.fr;Directeur;Somdecoste Jean-Jacques;;;;;;;;
91950021;20220174;Dourdan Voyages;;22-24, rue de Bertrand;;;;;91410;DOURDAN;dourdan-voyages@wanadoo.fr;01 64 59 85 00;01 60 81 02 69;;Directeur;Derube Marie-Hélène;;;;;;;;
059000004;20240276;Solair Voyages;(Afat);224, rue des Postes;;;;;59000;LILLE;solairvoyages@wanadoo.fr;03 20 42 02 96;03 20 42 07 98;www.solairvoyages.fr;Directeur;Rachidi Mustapha;;;;;;;;
974950002;66213626;Bourbon Voyages;(Selectour);229, rue du Gl Lambert;;;;;97480;SAINT-LEU;bourbon.s-leu@travel-run.com;02 62 34 64 64;02 62 34 72 07;;Chef d'agence;Ricquebourg Sylvain;;;;;;;;
033960017;;Vidal Voyages/Jet Tours;(Afat);23 bis, allées de Tourny;;;;;33000;BORDEAUX;jettourny@vidalvoyages.com;05 57 14 07 14;05 57 14 07 10;www.vidalvoyages.fr;;;;;;;;;;
008950004;;Monde Actuel Voyages;(Tourcom);23 bis, av. Jean-Jaurès;;;;BP 232 ;08100;CHARLEVILLE;mondeactuelvoyages@orange.fr;03 24 59 02 53;03 24 59 20 30;;Chef d'agence;Doutté Claudette;;;;;;;;
29950003;20215075;ACTA Voyages/CWV/Jet Tours;;23 bis, rue d'Alsace;;;;;49000;ANGERS;ag.ltangers.alsace@carlsonwagonlit.fr;02 41 88 28 30;02 41 87 39 97;;;;;;;;;;;
035950013;;Havas Voyages/Tonic Tourisme;;23, av. des Archers;;;;BP 28 ;56204;GACILLY (LA);lagacilly@tonic-tourisme.com;02 99 08 06 36;02 99 08 21 54;;;;;;;;;;;
075050003;20231654;Ludovic Tourisme;(Manor);23, av. du Général de Gaulle;;;;;83400;HYERES;hyeres@jancarthier.fr;04 94 12 18 18;04 94 65 54 32;;Chef d'agence;Canal Jessica;;;;;;;;
083990007;;Sainte Baume Voyages;;23, bd Bonfils;;;;;83470;SAINT-MAXIMIN;info@sbv.fr;04 94 86 51 30;04 94 86 52 46;www.sbv.fr;Chef d'agence;Compiani Sophie;;;;;;;;
063960002;20253273;Ulysse Voyages/Thomas Cook Voyages;;23, bd de la République;;;;;63200;RIOM;ulysse-voyages@wanadoo.fr;04 73 64 60 62;04 73 64 60 66;www.ulysse-voyages.fr;Directeur;Nenot Marie-Christine;;;;;;;;
59960026;20249574;CAP 5;(Manor);23, bd Malesherbes;;;;;75008;PARIS;cap5paris@cap5.com;01 55 27 27 55;01 55 27 27 60;www.cap5.com;;;;;;;;;;
013000001;20238363;Méditerranée Europe Tourisme;(Afat);23, bd. des Dames;;;;;13002;MARSEILLE;met@9business.fr;04 91 91 36 44;04 91 91 36 62;www.metvoyages.com;Directeur;Djellouadji Brahim;;;;;;;;
034950009;20208425;Indépendant Voyages/CWV;;23, cours de la République;;;;;11100;NARBONNE;ag.ltnarbonne.independantvoyages@carlsonwagonlit.fr;0 826 825 321;0 826 825 421;;;;;;;;;;;
75000072;20206771;Carlson Wagonlit Voyages/Jet Tours;;23, place Darcy;;;;;21000;DIJON;ag.ltdijon.darcy@carlsonwagonlit.fr;0 826 825 715;0 826 825 815;;;;;;;;;;;
44040002;;Club Voyages;;23, place St-Georges;;;;;31000;TOULOUSE;toulouse.stgeorges@clubvoyages.com;05 61 21 58 18;05 61 21 16 95;;Chef d'agence;Canellias Sylvie;;;;;;;;
31950008;;Daurade Voyages;;2-3, quai de la Daurade;;;;;31000;TOULOUSE;daurade.travel@wanadoo.fr;05 61 23 35 01;05 61 22 92 87;;Chef d'agence;Beddok Roger;;;;;;;;
035960005;;Perrin Voyages;(Afat);23, rue Aristide-Briand;;;;BP 197 ;44110;CHATEAUBRIANT;chateau@perrinvoyages.com;02 40 28 29 29;02 40 28 11 74;;;;;;;;;;;
075960067;20230733;Jancarthier Voyages;(Manor);23, rue Bapst;;;;;92600;ASNIERES;asnieres@jancarthier.fr;01 47 33 33 12;01 47 33 58 99;;;;;;;;;;;
972950003;;STT Voyages;;23, rue Blénac;;;;BP 317 ;97200;FORT-DE-FRANCE;sttvoyages@wanadoo.fr;05 96 79 87 49;05 96 63 52 91;;Directeur;Desroses Marcel;;;;;;;;
086950003;20225041;Voyages Transazur;(Afat);23, rue Carnot;;;;;86000;POITIERS;transazur@wanadoo.fr;05 49 01 80 20;05 49 55 92 31;;Directeur;Decelle Eric;;;;;;;;
075990020;;FIRST MAROC;;23, rue d'Antin;;;;;75002;PARIS;contact@firstmaroc.com;01 42 89 21 31;01 42 89 19 31;www.firstmaroc.com;Directeur;Akram El;;;;;;;;
75950120;2020084;Asia;;23, rue de la Buffa;;;;;6000;NICE;nice@asia.fr;04 93 82 41 41;04 93 88 83 15;www.asia.fr;Chef d'agence;Fremery Jean-François;;;;;;;;
057010002;;RL Voyages/CWV;;23, rue de la Gare;;;;;57300;HAGONDANGE;hagondange@rlvoyages.com;03 87 71 41 89;03 87 71 00 23;;;;;;;;;;;
041950005;;Simplon Voyages;(Tourcom);23, rue de la Poêle Percée;;;;;28000;CHARTRES;chartres@simplon.fr;02 37 21 03 33;02 37 36 44 80;www.simplonvoyages.com;Directeur commercial;Guinot Laurent;;;;;;;;
84960007;20228176;Corail Voyages;(Afat);23, rue de la République;;;;;84100;ORANGE;orange@corailvoyages.fr;04 90 34 74 85;04 90 34 73 19;www.corailvoyages.fr;Gérant;Blanc Anne-Marie;;;;;;;;
093050008;;Nouvelles Frontières;;23, rue de la République;;;;;82000;MONTAUBAN;montauban.nf@nouvelles-frontieres.fr;05 63 20 89 22;05 63 03 55 01;www.nouvelles-frontieres.fr;;;;;;;;;;
38950016;;Carlson Wagonlit Voyages/Faure Tourisme;;23, rue de l'Armillerie;;;;;26100;ROMANS-S/ISERE;faure-tourisme-romans@nerim.net;04 75 05 22 11;04 75 71 20 39;;;;;;;;;;;
059960013;20216932;Indivitour;(Afat);23, rue de Paris;;;;;59500;DOUAI;indivitour@afatvoyages.fr;03 27 71 29 29;03 27 71 29 20;indivitour.afatvoyages.fr;Directeur;Barelle Danielle;;;;;;;;
